213.693, 128.526, 8.333, 16.787 False
213.415, 128.528, 8.333, 16.820 False
213.138, 128.529, 8.333, 16.853 False
212.860, 128.531, 8.333, 16.886 False
212.582, 128.533, 8.333, 16.919 False
212.304, 128.535, 8.333, 16.952 False
212.027, 128.537, 8.333, 16.985 False
211.749, 128.540, 8.333, 17.018 False
211.471, 128.542, 8.333, 17.051 False
211.193, 128.544, 8.333, 17.084 False
210.915, 128.547, 8.333, 17.117 False
210.638, 128.550, 8.333, 17.150 False
210.360, 128.553, 8.333, 17.183 False
210.082, 128.556, 8.333, 17.216 False
209.804, 128.559, 8.333, 17.249 False
209.527, 128.563, 8.333, 17.282 False
209.249, 128.567, 8.333, 17.315 False
208.971, 128.570, 8.333, 17.348 False
208.693, 128.574, 8.333, 17.381 False
208.416, 128.578, 8.333, 17.414 False
208.138, 128.582, 8.333, 17.447 False
207.860, 128.586, 8.333, 17.480 False
207.583, 128.590, 8.333, 17.513 False
207.305, 128.595, 8.333, 17.546 False
207.027, 128.599, 8.333, 17.579 False
206.749, 128.604, 8.333, 17.612 False
206.472, 128.608, 8.333, 17.645 False
206.194, 128.613, 8.333, 17.678 False
205.916, 128.618, 8.333, 17.711 False
205.638, 128.623, 8.333, 17.744 False
205.361, 128.628, 8.333, 17.777 False
205.083, 128.633, 8.333, 17.810 False
204.805, 128.638, 8.333, 17.843 False
204.527, 128.644, 8.333, 17.876 False
204.250, 128.649, 8.333, 17.909 False
203.972, 128.654, 8.333, 17.942 False
203.694, 128.660, 8.333, 17.975 False
203.417, 128.666, 8.333, 18.008 False
203.139, 128.672, 8.333, 18.041 False
202.861, 128.677, 8.333, 18.074 False
202.583, 128.683, 8.333, 18.107 False
202.306, 128.689, 8.333, 18.140 False
202.028, 128.695, 8.333, 18.173 False
201.750, 128.702, 8.333, 18.206 False
201.473, 128.708, 8.333, 18.239 False
201.195, 128.714, 8.333, 18.272 False
200.917, 128.720, 8.333, 18.305 False
200.640, 128.727, 8.333, 18.338 False
200.362, 128.733, 8.333, 18.371 False
200.084, 128.740, 8.333, 18.404 False
199.807, 128.747, 8.333, 18.437 False
199.529, 128.753, 8.333, 18.470 False
199.251, 128.760, 8.333, 18.503 False
198.973, 128.767, 8.333, 18.536 False
198.696, 128.774, 8.333, 18.569 False
198.418, 128.781, 8.333, 18.602 False
198.140, 128.788, 8.333, 18.635 False
197.863, 128.795, 8.333, 18.668 False
197.585, 128.802, 8.333, 18.701 False
197.307, 128.809, 8.333, 18.734 False
197.030, 128.816, 8.333, 18.767 False
196.752, 128.823, 8.333, 18.800 False
196.474, 128.831, 8.333, 18.833 False
196.197, 128.838, 8.333, 18.866 False
195.919, 128.845, 8.333, 18.899 False
195.641, 128.853, 8.333, 18.932 False
195.364, 128.860, 8.333, 18.965 False
195.086, 128.868, 8.333, 18.998 False
194.808, 128.875, 8.333, 19.031 False
194.531, 128.883, 8.333, 19.064 False
194.253, 128.891, 8.333, 19.097 False
193.975, 128.899, 8.333, 19.130 False
193.698, 128.907, 8.333, 19.163 False
193.420, 128.915, 8.333, 19.196 False
193.142, 128.922, 8.333, 19.229 False
192.865, 128.930, 8.333, 19.262 False
192.587, 128.938, 8.333, 19.295 False
192.309, 128.946, 8.333, 19.328 False
192.032, 128.954, 8.333, 19.361 False
191.754, 128.962, 8.333, 19.394 False
191.476, 128.970, 8.333, 19.427 False
191.199, 128.978, 8.333, 19.460 False
190.921, 128.986, 8.333, 19.493 False
190.643, 128.994, 8.333, 19.526 False
190.366, 129.002, 8.333, 19.559 False
190.088, 129.010, 8.333, 19.592 False
189.811, 129.018, 8.333, 19.625 False
189.533, 129.026, 8.333, 19.658 False
189.255, 129.034, 8.333, 19.691 False
188.978, 129.042, 8.333, 19.724 False
188.700, 129.050, 8.333, 19.757 False
188.422, 129.058, 8.333, 19.790 False
188.145, 129.066, 8.333, 19.823 False
187.867, 129.074, 8.333, 19.856 False
187.589, 129.082, 8.333, 19.889 False
187.312, 129.090, 8.333, 19.922 False
187.034, 129.098, 8.333, 19.955 False
186.756, 129.106, 8.333, 19.988 False
186.479, 129.114, 8.333, 20.021 False
186.201, 129.122, 8.333, 20.054 False
185.923, 129.130, 8.333, 20.087 False
185.646, 129.138, 8.333, 20.120 False
185.368, 129.146, 8.333, 20.153 False
185.090, 129.154, 8.333, 20.186 False
184.813, 129.162, 8.333, 20.219 False
184.535, 129.170, 8.333, 20.252 False
184.257, 129.178, 8.333, 20.285 False
183.980, 129.186, 8.333, 20.318 False
183.702, 129.193, 8.333, 20.351 False
183.424, 129.201, 8.333, 20.384 False
183.147, 129.209, 8.333, 20.417 False
182.869, 129.217, 8.333, 20.450 False
182.591, 129.224, 8.333, 20.483 False
182.314, 129.232, 8.333, 20.516 False
182.036, 129.240, 8.333, 20.549 False
181.758, 129.247, 8.333, 20.582 False
181.481, 129.255, 8.333, 20.615 False
181.203, 129.262, 8.333, 20.648 False
180.926, 129.270, 8.333, 20.681 False
180.648, 129.277, 8.333, 20.714 False
180.370, 129.285, 8.333, 20.747 False
180.093, 129.292, 8.333, 20.780 False
179.815, 129.300, 8.333, 20.813 False
179.537, 129.307, 8.333, 20.846 False
179.260, 129.314, 8.333, 20.879 False
178.982, 129.322, 8.333, 20.912 False
178.704, 129.329, 8.333, 20.945 False
178.427, 129.336, 8.333, 20.978 False
178.149, 129.343, 8.333, 21.011 False
177.871, 129.350, 8.333, 21.044 False
177.594, 129.357, 8.333, 21.077 False
177.316, 129.364, 8.333, 21.110 False
177.038, 129.371, 8.333, 21.143 False
176.760, 129.378, 8.333, 21.176 False
176.483, 129.385, 8.333, 21.209 False
176.205, 129.392, 8.333, 21.242 False
175.927, 129.398, 8.333, 21.275 False
175.650, 129.405, 8.333, 21.308 False
175.372, 129.412, 8.333, 21.341 False
175.094, 129.418, 8.333, 21.374 False
174.817, 129.425, 8.333, 21.407 False
174.539, 129.432, 8.330, 21.440 False
174.262, 129.438, 8.305, 21.473 False
173.987, 129.444, 8.246, 21.506 False
173.715, 129.450, 8.157, 21.539 False
173.447, 129.456, 8.043, 21.572 False
173.183, 129.462, 7.909, 21.605 False
172.924, 129.468, 7.762, 21.638 False
172.670, 129.474, 7.603, 21.671 False
172.422, 129.479, 7.435, 21.704 False
172.180, 129.484, 7.263, 21.737 False
171.943, 129.489, 7.086, 21.770 False
171.712, 129.494, 6.908, 21.803 False
171.487, 129.498, 6.732, 21.836 False
171.268, 129.502, 6.564, 21.869 False
171.053, 129.507, 6.406, 21.902 False
170.844, 129.511, 6.264, 21.935 False
